policy_number,date_of_premium_payment,amount,start_date,end_date,line_of_business,reinsurance_premium,reinsurance_commission,commission
HRE/MVE/P/000001953_13190,2022-09-17,14460.0,2022-09-17,2023-01-16,Motor,0.0,0.0,0.0
HRE/MVE/P/000010834_13191,2022-09-02,14460.0,2022-09-02,2023-01-01,Motor,0.0,0.0,0.0
HRE/MVE/P/000010837_13192,2022-09-21,14460.0,2022-09-21,2023-01-20,Motor,0.0,0.0,0.0
HRE/MVE/P/000010839_13193,2022-11-01,14460.0,2022-11-01,2023-02-28,Motor,0.0,0.0,0.0
HRE/MVE/P/000003048_13194,2022-09-02,14460.0,2022-09-02,2023-01-01,Motor,0.0,0.0,0.0
BYO/MVE/P/000011030_13195,2022-10-01,14460.0,2022-10-01,2023-01-31,Motor,0.0,0.0,723.0
BYO/MVE/P/000011043_13196,2022-10-14,14460.0,2022-10-14,2023-02-13,Motor,0.0,0.0,723.0
HRE/MVE/P/000011058_13197,2022-09-19,14460.0,2022-09-19,2023-01-18,Motor,0.0,0.0,0.0
HRE/MVE/P/000011059_13198,2022-10-09,14460.0,2022-10-09,2023-02-08,Motor,0.0,0.0,0.0
BYO/MVE/P/000011215_13199,2022-10-26,14460.0,2022-10-26,2023-02-25,Motor,0.0,0.0,0.0
BYO/MVE/P/000011219_13200,2022-10-01,14460.0,2022-10-01,2023-01-31,Motor,0.0,0.0,723.0
BYO/MVE/P/000011239_13201,2022-10-19,14460.0,2022-10-19,2023-02-18,Motor,0.0,0.0,0.0
HRE-POL-50135-LP_13228,2022-12-01,9703016.179,2022-12-01,2023-11-30,Guarantees,0.0,0.0,1940600.556
BYO-POL-40022-PBL_13236,2022-10-01,14583.0,2022-10-01,2022-10-31,Liabilities,0.0,0.0,3281.18
HRE-POL-20670-PBL_13250,2022-06-01,4911654.753,2022-06-01,2022-08-30,Transport,0.0,0.0,1105122.988
BYO-POL-40047319-MCP_13252,2022-01-01,14700.0,2022-01-01,2022-04-30,Motor,0.0,0.0,1837.5
SETHA_MHLANGA_13253,2022-12-01,14700.0,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
MTR/MVE/P/000009944_13261,2022-08-28,14856.16,2022-08-28,2022-12-31,Motor,0.0,0.0,0.0
BYO/MVE/P/000009565_13267,2022-05-01,14940.0,2022-05-01,2022-08-31,Motor,0.0,0.0,0.0
HRE/MVE/P/000001934_13268,2022-04-17,14940.0,2022-04-17,2022-08-16,Motor,0.0,0.0,0.0
HRE/MVE/P/000009533_13269,2022-04-20,14940.0,2022-04-20,2022-08-19,Motor,0.0,0.0,0.0
_HRE-POL-40138-MFL__13276,2022-02-23,14948.63,2022-02-23,2022-05-31,Motor,0.0,0.0,1868.58
BYO-POL-40079404-MCP_13289,2022-01-21,15000.0,2022-01-21,2022-05-31,Motor,0.0,0.0,0.0
HRE-POL-50044-FIG_13290,2022-01-01,15000.0,2022-01-01,2022-12-31,Miscellaneous,0.0,0.0,0.0
ISRAEL__SHOKO_13291,2022-11-01,15000.0,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
BYO/MVE/P/000003586_13297,2022-06-04,47961.0466,2022-06-04,2022-10-03,Motor,0.0,0.0,0.0
HRE/MVE/P/000010086_13298,2022-08-26,15093.86,2022-08-26,2022-12-25,Motor,0.0,0.0,0.0
HRE-POL-21264-DCO_13302,2022-03-26,15141.55,2022-03-26,2023-03-25,Property,0.0,0.0,3028.31
NOTIAS_BAUDHI_13305,2022-08-01,15200.0,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
HRE/MVE/P/000009599_13310,2022-05-04,15330.0,2022-05-04,2022-09-03,Motor,0.0,0.0,0.0
HRE/MVE/P/000010782_13311,2022-09-24,15331.56,2022-09-24,2023-01-23,Motor,0.0,0.0,0.0
HRE/MVE/P/000009674_13324,2022-05-19,15436.11,2022-05-19,2022-12-31,Motor,0.0,0.0,0.0
HRE-POL-21439-RTA_13326,2022-08-01,15450.0,2022-08-01,2022-11-30,Motor,0.0,0.0,1931.25
HRE/MVE/P/000009681_13327,2022-06-13,15450.0,2022-06-13,2022-10-12,Motor,0.0,0.0,0.0
HRE/MVE/P/000009869_13328,2022-07-07,15450.0,2022-07-07,2022-11-06,Motor,0.0,0.0,0.0
HRE/MVE/P/000009488_13330,2022-04-26,15451.56,2022-04-26,2022-08-25,Motor,0.0,0.0,0.0
BYO-POL-40029242-MCP_13337,2022-01-19,15515.26,2022-01-19,2022-12-31,Motor,0.0,0.0,0.0
HRE-POL-30437-MFL_13350,2022-04-01,10582399.16,2022-04-01,2022-12-31,Motor,0.0,0.0,1322802.408
HRE/MVE/P/000010171_13352,2022-09-20,15806.96,2022-09-20,2023-01-31,Motor,0.0,0.0,790.35
BYO-POL-40075-ELE_13354,2022-12-01,15833.0,2022-12-01,2023-03-31,Engineering,0.0,0.0,3562.43
HRE/MTF/P/000010589_13356,2022-10-01,10026005.54,2022-10-01,2023-09-30,Motor,0.0,0.0,1002603.085
_BYO-POL-40038-MCP__13358,2022-02-09,15946.85,2022-02-09,2023-01-31,Motor,0.0,0.0,0.0
BYO-POL-40038285-MCP_13359,2022-02-09,15946.85,2022-02-09,2023-01-31,Motor,0.0,0.0,0.0
HRE/MVE/P/000010094_13360,2022-08-01,15986.3,2022-08-01,2022-11-30,Motor,0.0,0.0,0.0
HRE/MVE/P/000009440_13363,2022-03-14,16000.0,2022-03-14,2022-07-13,Motor,0.0,0.0,2000.0
BYO/MVE/P/000009619_13364,2022-05-11,16000.0,2022-05-11,2023-05-10,Motor,0.0,0.0,2000.0
MTR-POL-40045-AAR_13366,2022-01-01,16008.96,2022-01-01,2022-03-31,Property,0.0,0.0,3602.02
MTR-POL-40059-AAR_13368,2022-01-01,16009.83,2022-01-01,2022-03-31,Property,0.0,0.0,3602.21
BYO-POL-90077-RTA_13369,2022-06-01,16020.0,2022-06-01,2023-05-31,Motor,0.0,0.0,0.0
BYO-POL-90127-RTA_13370,2022-03-01,16020.0,2022-03-01,2023-02-28,Motor,0.0,0.0,0.0
HRE-POL-21396-RTA_13371,2022-01-01,16020.0,2022-01-01,2022-05-02,Motor,0.0,0.0,2002.5
HRE-POL-50131-LP_13379,2022-11-01,10777906.18,2022-11-01,2023-10-31,Guarantees,0.0,0.0,1077790.618
_MTR-POL-41073-DCO__13381,2022-03-14,16200.0,2022-03-14,2023-03-13,Property,0.0,0.0,0.0
HRE-POL-20125-DCO_13382,2022-02-09,16200.0,2022-02-09,2023-02-08,Property,0.0,0.0,3240.0
HRE-POL-20395-MFL_13383,2022-03-10,16200.0,2022-03-10,2023-02-28,Motor,0.0,0.0,2025.0
HRE-POL-40109-DCO_13384,2022-01-19,16200.0,2022-01-19,2023-01-18,Property,0.0,0.0,3240.0
HRE-POL-90055-DCO_13385,2022-01-19,16200.0,2022-01-19,2023-01-18,Property,0.0,0.0,0.0
MTR/DOM/P/000007897_13386,2022-03-15,16200.0,2022-03-15,2023-03-14,Property,0.0,0.0,0.0
BYO/MVE/P/000009607_13401,2022-04-27,16425.0,2022-04-27,2022-08-26,Motor,0.0,0.0,0.0
HRE/MVE/P/000009874_13403,2022-07-10,16425.0,2022-07-10,2022-11-09,Motor,0.0,0.0,0.0
HRE-POL-50104-LP_13422,2022-10-01,10415785.44,2022-10-01,2023-09-30,Guarantees,0.0,0.0,2083159.603
BYO-POL-90044-RTA_13423,2022-06-06,16620.0,2022-06-06,2022-10-05,Motor,0.0,0.0,2077.5
BYO-POL-90046-RTA_13424,2022-07-01,16620.0,2022-07-01,2022-10-31,Motor,0.0,0.0,2077.5
BYO-POL-90048-RTA_13425,2022-06-04,16620.0,2022-06-04,2023-02-03,Motor,0.0,0.0,2077.5
BYO-POL-90064-RTA_13426,2022-06-08,16620.0,2022-06-08,2022-10-07,Motor,0.0,0.0,2077.5
BYO/MVE/P/000005741_13428,2022-07-01,16620.0,2022-07-01,2023-02-28,Motor,0.0,0.0,0.0
HRE/MVE/P/000009715_13429,2022-06-02,16620.0,2022-06-02,2022-10-01,Motor,0.0,0.0,0.0
HRE/MVE/P/000009724_13430,2022-06-21,16620.0,2022-06-21,2022-10-20,Motor,0.0,0.0,0.0
HRE/MVE/P/000009725_13431,2022-05-30,16620.0,2022-05-30,2022-09-29,Motor,0.0,0.0,0.0
HRE/MVE/P/000009733_13432,2022-06-02,16620.0,2022-06-02,2022-10-01,Motor,0.0,0.0,0.0
BYO/MVE/P/000011353_13433,2022-07-21,16620.0,2022-07-21,2023-03-20,Motor,0.0,0.0,0.0
BYO/DOM/P/000009853_13436,2022-08-01,16666.67,2022-08-01,2022-11-30,Property,0.0,0.0,0.0
BYO-POL-40078-PBL_13437,2022-12-01,16667.0,2022-12-01,2023-03-31,Liabilities,0.0,0.0,3750.08
MTR/ENG/P/000009659_13441,2022-06-01,16798.79,2022-06-01,2022-08-31,Engineering,0.0,0.0,3359.76
HRE-POL-50069-LP_13445,2022-08-01,8327285.9,2022-08-01,2023-07-31,Guarantees,0.0,0.0,1665459.155
HRE/MVE/P/000009462_13446,2022-03-01,16895.0,2022-03-01,2023-02-28,Motor,0.0,0.0,844.75
HRE-POL-20089-DCO_13463,2022-02-23,17172.0,2022-02-23,2023-02-22,Property,0.0,0.0,3434.4
_HRE-POL-40128-AAR__13476,2022-02-01,17439.04,2022-02-01,2022-05-31,Property,0.0,0.0,3836.59
HRE-POL-90026-DCO_13478,2022-02-01,17499.81,2022-02-01,2023-01-31,Property,0.0,0.0,0.0
HRE-POL-90061-MCP_13486,2022-01-31,17500.0,2022-01-31,2022-05-30,Motor,0.0,0.0,0.0
MTR/DOM/P/000007028_13487,2022-10-25,17500.0,2022-10-25,2023-10-26,Property,0.0,0.0,0.0
HRE/MVE/P/000009994_13489,2022-08-01,17505.0,2022-08-01,2023-01-31,Motor,0.0,0.0,0.0
HRE/MVE/P/000009682_13491,2022-07-01,17520.0,2022-07-01,2023-06-30,Motor,0.0,0.0,0.0
HRE/MVE/P/000009880_13492,2022-06-01,17520.0,2022-06-01,2022-09-30,Motor,0.0,0.0,0.0
BYO-POL-40112-AAR_13506,2022-03-16,17694.6,2022-03-16,2022-06-15,Property,0.0,0.0,3981.29
MTR/MVE/P/000009569_13507,2022-05-27,17730.0,2022-05-27,2022-09-26,Motor,0.0,0.0,0.0
BYO-POL-40016-ELE_13515,2022-10-01,17791.0,2022-10-01,2022-10-31,Engineering,0.0,0.0,4002.98
HRE-POL-90015-MCP_13516,2022-02-09,17799.0,2022-02-09,2022-10-08,Motor,0.0,0.0,0.0
_HRE-POL-40142-MCP__13532,2022-02-02,18000.0,2022-02-02,2022-06-01,Motor,0.0,0.0,0.0
HRE-POL-21233-DCO_13533,2022-05-19,18000.0,2022-05-19,2023-05-18,Property,0.0,0.0,3600.0
HRE-POL-50034-GPA_13534,2022-01-07,18000.0,2022-01-07,2023-01-06,Miscellaneous,0.0,0.0,0.0
HRE/DOM/P/000009445_13535,2022-03-30,18000.0,2022-03-30,2023-03-29,Property,0.0,0.0,3600.0
HRE-POL-20133-RTA_13546,2022-02-01,18164.0,2022-02-01,2022-05-31,Motor,0.0,0.0,2270.5
BYO/MVE/P/000007086_13548,2022-06-01,18240.0,2022-06-01,2022-09-30,Motor,0.0,0.0,912.0
HRE-POL-90042-RTA_13556,2022-03-02,18379.11,2022-03-02,2023-01-31,Motor,0.0,0.0,0.0
HRE-POL-111-MIS_13557,2022-03-17,2442433.787,2022-03-17,2023-03-31,Transport,0.0,0.0,549547.6022
BYO-POL-90150-RTA_13558,2022-11-01,18390.0,2022-11-01,2023-02-28,Motor,0.0,0.0,2298.75
BYO-POL-90154-RTA_13559,2022-10-11,18390.0,2022-10-11,2023-02-10,Motor,0.0,0.0,2298.75
BYO-POL-90156-RTA_13560,2022-10-07,18390.0,2022-10-07,2023-02-06,Motor,0.0,0.0,2298.75
BYO-POL-90158-RTA_13561,2022-11-01,18390.0,2022-11-01,2023-02-28,Motor,0.0,0.0,2298.75
BYO-POL-90160-RTA_13562,2022-10-21,18390.0,2022-10-21,2023-02-20,Motor,0.0,0.0,2298.75
BYO-POL-90164-RTA_13563,2022-11-23,18390.0,2022-11-23,2023-03-22,Motor,0.0,0.0,2298.75
BYO-POL-90166-RTA_13564,2022-10-05,18390.0,2022-10-05,2023-02-04,Motor,0.0,0.0,2298.75
BYO-POL-90168-RTA_13565,2022-10-01,18390.0,2022-10-01,2023-01-31,Motor,0.0,0.0,2298.75
BYO-POL-40087-RTA_13566,2022-10-17,18390.0,2022-10-17,2023-02-16,Motor,0.0,0.0,2298.75
BYO-POL-40088-RTA_13567,2022-10-25,18390.0,2022-10-25,2023-02-24,Motor,0.0,0.0,2298.75
BYO-POL-40089-RTA_13568,2022-10-19,18390.0,2022-10-19,2023-01-31,Motor,0.0,0.0,2298.75
BYO-POL-40090-RTA_13569,2022-10-22,18390.0,2022-10-22,2023-02-13,Motor,0.0,0.0,2298.75
BYO-POL-40091-RTA_13570,2022-10-10,18390.0,2022-10-10,2023-02-09,Motor,0.0,0.0,2298.75
BYO-POL-40092-RTA_13571,2022-10-07,18390.0,2022-10-07,2023-02-06,Motor,0.0,0.0,2298.75
BYO-POL-40094-RTA_13572,2022-10-08,18390.0,2022-10-08,2023-02-07,Motor,0.0,0.0,2298.75
BYO-POL-40095-RTA_13573,2022-10-04,18390.0,2022-10-04,2023-02-03,Motor,0.0,0.0,2298.75
BYO-POL-40097-RTA_13574,2022-10-09,18390.0,2022-10-09,2023-02-08,Motor,0.0,0.0,2298.75
HRE-POL-30400-RTA_13577,2022-09-29,18390.0,2022-09-29,2023-01-28,Motor,0.0,0.0,0.0
HRE-POL-30427-RTA_13578,2022-12-01,18390.0,2022-12-01,2023-03-31,Motor,0.0,0.0,0.0
MTR/MVE/P/000010238_13579,2022-09-29,18390.0,2022-09-29,2023-09-28,Motor,0.0,0.0,919.5
MTR/MVE/P/000010293_13580,2022-10-01,18390.0,2022-10-01,2023-09-30,Motor,0.0,0.0,0.0
MTR/MVE/P/000010319_13581,2022-10-15,18390.0,2022-10-15,2023-02-14,Motor,0.0,0.0,0.0
MTR/MVE/P/000010322_13582,2022-10-03,18390.0,2022-10-03,2023-02-02,Motor,0.0,0.0,0.0
MTR/MVE/P/000010323_13583,2022-10-02,18390.0,2022-10-02,2023-02-01,Motor,0.0,0.0,0.0
MTR/MVE/P/000010348_13584,2022-10-01,18390.0,2022-10-01,2023-01-31,Motor,0.0,0.0,0.0
MTR/MVE/P/000010349_13585,2022-10-09,18390.0,2022-10-09,2023-02-08,Motor,0.0,0.0,0.0
MTR/MVE/P/000010350_13586,2022-10-16,18390.0,2022-10-16,2023-02-15,Motor,0.0,0.0,0.0
MTR/MVE/P/000010371_13587,2022-10-26,18390.0,2022-10-26,2023-02-25,Motor,0.0,0.0,0.0
MTR/MVE/P/000010375_13588,2022-10-05,18390.0,2022-10-05,2023-02-04,Motor,0.0,0.0,0.0
MTR/MVE/P/000010387_13589,2022-10-06,18390.0,2022-10-06,2023-02-05,Motor,0.0,0.0,0.0
MTR/MVE/P/000010388_13590,2022-10-28,18390.0,2022-10-28,2023-02-27,Motor,0.0,0.0,0.0
BYO/MVE/P/000010398_13591,2022-10-04,18390.0,2022-10-04,2023-02-03,Motor,0.0,0.0,0.0
BYO/MVE/P/000010403_13592,2022-09-28,18390.0,2022-09-28,2023-01-27,Motor,0.0,0.0,919.5
HRE/MVE/P/000010462_13593,2022-09-29,18390.0,2022-09-29,2023-01-28,Motor,0.0,0.0,0.0
HRE/MVE/P/000010486_13594,2022-10-19,18390.0,2022-10-19,2023-02-18,Motor,0.0,0.0,0.0
HRE/MVE/P/000010489_13595,2022-10-21,18390.0,2022-10-21,2023-02-20,Motor,0.0,0.0,0.0
MTR/MVE/P/000010492_13596,2022-10-18,18390.0,2022-10-18,2023-02-17,Motor,0.0,0.0,0.0
HRE/MVE/P/000010495_13597,2022-10-18,18390.0,2022-10-18,2023-02-17,Motor,0.0,0.0,0.0
HRE/MVE/P/000010496_13598,2022-10-30,18390.0,2022-10-30,2023-02-27,Motor,0.0,0.0,0.0
BYO/MVE/P/000010518_13599,2022-10-18,18390.0,2022-10-18,2023-02-17,Motor,0.0,0.0,0.0
HRE/MVE/P/000010539_13600,2022-10-27,18390.0,2022-10-27,2023-02-26,Motor,0.0,0.0,0.0
HRE/MVE/P/000010541_13601,2022-10-26,18390.0,2022-10-26,2023-02-25,Motor,0.0,0.0,0.0
HRE/MVE/P/000010547_13602,2022-10-21,18390.0,2022-10-21,2023-02-20,Motor,0.0,0.0,0.0
HRE/MVE/P/000010550_13603,2022-10-06,18390.0,2022-10-06,2023-02-05,Motor,0.0,0.0,0.0
HRE/MVE/P/000001077_13604,2022-10-09,18390.0,2022-10-09,2023-02-08,Motor,0.0,0.0,0.0
HRE/MVE/P/000010572_13605,2022-10-15,18390.0,2022-10-15,2023-10-14,Motor,0.0,0.0,0.0
HRE/MVE/P/000010575_13606,2022-10-14,18390.0,2022-10-14,2023-02-13,Motor,0.0,0.0,0.0
HRE/MVE/P/000010577_13607,2022-10-24,18390.0,2022-10-24,2023-02-23,Motor,0.0,0.0,0.0
MTR/MVE/P/000010578_13608,2022-10-19,18390.0,2022-10-19,2023-02-18,Motor,0.0,0.0,919.5
HRE/MVE/P/000010580_13609,2022-10-20,18390.0,2022-10-20,2023-02-19,Motor,0.0,0.0,0.0
HRE/MVE/P/000000653_13610,2022-10-18,18390.0,2022-10-18,2023-02-17,Motor,0.0,0.0,0.0
HRE/MVE/P/000001203_13611,2022-10-10,18390.0,2022-10-10,2023-02-09,Motor,0.0,0.0,0.0
HRE/MVE/P/000010582_13613,2022-10-10,18390.0,2022-10-10,2023-02-09,Motor,0.0,0.0,0.0
HRE/MVE/P/000010595_13614,2022-10-04,18390.0,2022-10-04,2023-02-03,Motor,0.0,0.0,0.0
HRE/MVE/P/000010636_13615,2022-10-01,18390.0,2022-10-01,2023-01-31,Motor,0.0,0.0,0.0
HRE/MVE/P/000010638_13616,2022-10-06,18390.0,2022-10-06,2023-02-05,Motor,0.0,0.0,0.0
HRE/MVE/P/000010642_13617,2022-10-07,18390.0,2022-10-07,2023-02-06,Motor,0.0,0.0,0.0
HRE/MVE/P/000010643_13618,2022-10-08,18390.0,2022-10-08,2023-02-07,Motor,0.0,0.0,0.0
HRE/MVE/P/000010656_13619,2022-09-27,18390.0,2022-09-27,2023-01-26,Motor,0.0,0.0,0.0
HRE/MVE/P/000010659_13620,2022-10-14,18390.0,2022-10-14,2023-02-13,Motor,0.0,0.0,0.0
HRE/MVE/P/000010673_13621,2022-09-28,18390.0,2022-09-28,2023-01-27,Motor,0.0,0.0,0.0
HRE/MVE/P/000010684_13622,2022-10-01,18390.0,2022-10-01,2023-01-31,Motor,0.0,0.0,0.0
HRE/MVE/P/000010689_13623,2022-10-24,18390.0,2022-10-24,2023-02-23,Motor,0.0,0.0,0.0
HRE/MVE/P/000010694_13624,2022-10-20,18390.0,2022-10-20,2023-02-19,Motor,0.0,0.0,0.0
HRE/MVE/P/000010699_13625,2022-10-23,18390.0,2022-10-23,2023-02-22,Motor,0.0,0.0,0.0
MTR/MVE/P/000010705_13626,2022-11-16,18390.0,2022-11-16,2023-03-15,Motor,0.0,0.0,0.0
MTR/MVE/P/000010706_13627,2022-11-01,18390.0,2022-11-01,2023-02-28,Motor,0.0,0.0,0.0
MTR/MVE/P/000010707_13628,2022-11-01,18390.0,2022-11-01,2023-02-28,Motor,0.0,0.0,0.0
MTR/MVE/P/000010708_13629,2022-11-28,18390.0,2022-11-28,2023-03-27,Motor,0.0,0.0,0.0
MTR/MVE/P/000010709_13630,2022-11-01,18390.0,2022-11-01,2023-02-28,Motor,0.0,0.0,0.0
HRE/MVE/P/000010716_13631,2022-10-21,18390.0,2022-10-21,2023-02-20,Motor,0.0,0.0,0.0
HRE/MVE/P/000010718_13632,2022-11-15,18390.0,2022-11-15,2023-03-14,Motor,0.0,0.0,0.0
HRE/MVE/P/000010719_13633,2022-12-01,18390.0,2022-12-01,2023-03-31,Motor,0.0,0.0,0.0
HRE/MVE/P/000008091_13634,2022-10-13,18390.0,2022-10-13,2023-02-12,Motor,0.0,0.0,0.0
HRE/MVE/P/000005443_13635,2022-10-01,18390.0,2022-10-01,2023-01-31,Motor,0.0,0.0,919.5
HRE/MVE/P/000002634_13636,2022-10-06,18390.0,2022-10-06,2023-02-05,Motor,0.0,0.0,0.0
HRE/MVE/P/000008046_13637,2022-10-04,18390.0,2022-10-04,2023-02-03,Motor,0.0,0.0,0.0
HRE/MVE/P/000004594_13638,2022-10-28,18390.0,2022-10-28,2023-02-27,Motor,0.0,0.0,0.0
HRE/MVE/P/000007421_13639,2022-10-25,18390.0,2022-10-25,2023-02-24,Motor,0.0,0.0,0.0
HRE/MVE/P/000008095_13640,2022-09-30,18390.0,2022-09-30,2023-01-29,Motor,0.0,0.0,0.0
HRE/MVE/P/000010753_13641,2022-10-08,18390.0,2022-10-08,2023-02-07,Motor,0.0,0.0,0.0
HRE/MVE/P/000010755_13642,2022-10-16,18390.0,2022-10-16,2023-02-15,Motor,0.0,0.0,0.0
HRE/MVE/P/000010756_13643,2022-10-01,18390.0,2022-10-01,2023-01-31,Motor,0.0,0.0,0.0
HRE/MVE/P/000005849_13644,2022-10-09,18390.0,2022-10-09,2023-02-08,Motor,0.0,0.0,0.0
BYO/MVE/P/000011044_13645,2022-10-14,18390.0,2022-10-14,2023-02-13,Motor,0.0,0.0,0.0
BYO/MVE/P/000011045_13646,2022-10-14,18390.0,2022-10-14,2023-02-13,Motor,0.0,0.0,0.0
BYO/MVE/P/000011046_13647,2022-10-14,18390.0,2022-10-14,2023-02-13,Motor,0.0,0.0,0.0
BYO/MVE/P/000011047_13648,2022-10-06,18390.0,2022-10-06,2023-02-05,Motor,0.0,0.0,0.0
BYO/MVE/P/000011211_13649,2022-10-26,18390.0,2022-10-26,2023-02-25,Motor,0.0,0.0,0.0
BYO/MVE/P/000011213_13650,2022-10-22,18390.0,2022-10-22,2023-02-21,Motor,0.0,0.0,919.5
BYO/MVE/P/000011232_13651,2022-10-20,18390.0,2022-10-20,2023-02-19,Motor,0.0,0.0,0.0
BYO/MVE/P/000011241_13652,2022-10-17,18390.0,2022-10-17,2023-02-16,Motor,0.0,0.0,0.0
BYO/MVE/P/000011242_13653,2022-10-15,18390.0,2022-10-15,2023-02-14,Motor,0.0,0.0,0.0
BYO/MVE/P/000011250_13654,2022-10-26,18390.0,2022-10-26,2023-02-25,Motor,0.0,0.0,0.0
BYO/MVE/P/000011251_13655,2022-10-25,18390.0,2022-10-25,2023-02-24,Motor,0.0,0.0,0.0
BYO/MVE/P/000011354_13656,2022-10-14,18390.0,2022-10-14,2023-02-13,Motor,0.0,0.0,0.0
BYO/MVE/P/000011360_13657,2022-11-18,18390.0,2022-11-18,2023-03-17,Motor,0.0,0.0,0.0
BYO/MVE/P/000011361_13658,2022-11-01,18390.0,2022-11-01,2023-02-28,Motor,0.0,0.0,0.0
HRE/MVE/P/000011398_13659,2022-12-01,18390.0,2022-12-01,2023-03-31,Motor,0.0,0.0,0.0
BYO/MVE/P/000002336_13660,2022-10-28,18390.0,2022-10-28,2023-02-27,Motor,0.0,0.0,0.0
BYO/MVE/P/000002864_13661,2022-11-02,18390.0,2022-11-02,2023-03-01,Motor,0.0,0.0,919.5
HRE-POL-50024-LP_13681,2022-05-01,18425.0,2022-05-01,2023-04-30,Guarantees,0.0,0.0,3685.0
MTR/MVE/P/000009645_13685,2022-06-21,18540.0,2022-06-21,2023-02-20,Motor,0.0,0.0,0.0
HRE/MVE/P/000004932_13686,2022-06-24,18540.0,2022-06-24,2023-02-23,Motor,0.0,0.0,927.0
HRE/MVE/P/000009697_13687,2022-06-12,18540.0,2022-06-12,2023-02-12,Motor,0.0,0.0,927.0
BYO/MVE/P/000007494_13688,2022-07-16,18540.0,2022-07-16,2022-11-27,Motor,0.0,0.0,0.0
HRE/MVE/P/000009834_13689,2022-08-01,18540.0,2022-08-01,2022-11-30,Motor,0.0,0.0,0.0
HRE/MVE/P/000009841_13690,2022-07-03,18540.0,2022-07-03,2022-11-02,Motor,0.0,0.0,0.0
HRE/MVE/P/000009848_13691,2022-07-08,18540.0,2022-07-08,2022-11-07,Motor,0.0,0.0,0.0
HRE/MVE/P/000005285_13692,2022-07-14,18540.0,2022-07-14,2023-03-13,Motor,0.0,0.0,0.0
HRE/MVE/P/000009854_13693,2022-07-05,18540.0,2022-07-05,2022-11-04,Motor,0.0,0.0,0.0
HRE/MVE/P/000009882_13694,2022-07-03,18540.0,2022-07-03,2022-11-02,Motor,0.0,0.0,0.0
BYO/MVE/P/000009923_13695,2022-07-08,18540.0,2022-07-08,2022-11-15,Motor,0.0,0.0,0.0
HRE/MVE/P/000011063_13696,2022-10-11,18540.0,2022-10-11,2023-02-10,Motor,0.0,0.0,0.0
HRE/MVE/P/000011131_13697,2022-10-28,18540.0,2022-10-28,2023-02-27,Motor,0.0,0.0,0.0
HRE-POL-50012540-MPP_13700,2022-02-01,18605.01,2022-02-01,2022-04-02,Guarantees,0.0,0.0,2790.75
HRE/MVE/P/000010717_13702,2022-10-27,18742.68,2022-10-27,2023-02-26,Motor,0.0,0.0,0.0
MTR/DOM/P/000009627_13707,2022-06-20,18750.0,2022-06-20,2023-06-19,Property,0.0,0.0,0.0
HRE-POL-50652-MFL_13713,2022-09-01,11214029.71,2022-09-01,2022-12-31,Motor,0.0,0.0,1962455.2
HRE/MVE/P/000006384_13716,2022-11-02,18885.0,2022-11-02,2023-03-01,Motor,0.0,0.0,944.25
HRE/MVE/P/000010579_13718,2022-10-26,18885.6,2022-10-26,2023-02-25,Motor,0.0,0.0,0.0
HRE/MVE/P/000010650_13719,2022-10-28,18885.6,2022-10-28,2023-02-27,Motor,0.0,0.0,0.0
HRE/MVE/P/000010651_13720,2022-10-28,18885.6,2022-10-28,2023-02-27,Motor,0.0,0.0,0.0
MTR/MVE/P/000010660_13721,2022-10-26,18885.6,2022-10-26,2023-02-25,Motor,0.0,0.0,0.0
HRE/MVE/P/000010661_13722,2022-10-31,18885.6,2022-10-31,2023-03-02,Motor,0.0,0.0,0.0
HRE/MVE/P/000010672_13723,2022-10-31,18885.6,2022-10-31,2023-02-27,Motor,0.0,0.0,944.28
HRE/MVE/P/000010676_13724,2022-10-31,18885.6,2022-10-31,2023-02-27,Motor,0.0,0.0,0.0
HRE/MVE/P/000010683_13725,2022-10-27,18885.6,2022-10-27,2023-02-26,Motor,0.0,0.0,0.0
BYO/MVE/P/000010736_13726,2022-11-01,18885.6,2022-11-01,2023-02-28,Motor,0.0,0.0,944.28
HRE/MVE/P/000010752_13727,2022-11-10,18885.6,2022-11-10,2023-03-09,Motor,0.0,0.0,0.0
BYO/MVE/P/000010831_13728,2022-11-12,18885.6,2022-11-12,2023-03-11,Motor,0.0,0.0,0.0
HRE/MVE/P/000010850_13729,2022-11-17,18885.6,2022-11-17,2023-03-16,Motor,0.0,0.0,0.0
HRE/MVE/P/000010851_13730,2022-10-31,18885.6,2022-10-31,2023-03-02,Motor,0.0,0.0,944.28
HRE/MVE/P/000001409_13731,2022-11-09,18885.6,2022-11-09,2023-03-08,Motor,0.0,0.0,0.0
MTR/MVE/P/000010861_13732,2022-11-23,18885.6,2022-11-23,2023-03-22,Motor,0.0,0.0,0.0
HRE/MVE/P/000010866_13733,2022-11-10,18885.6,2022-11-10,2023-03-09,Motor,0.0,0.0,0.0
HRE/MVE/P/000010867_13734,2022-11-07,18885.6,2022-11-07,2023-03-06,Motor,0.0,0.0,0.0
HRE/MVE/P/000010875_13735,2022-11-07,18885.6,2022-11-07,2023-03-06,Motor,0.0,0.0,0.0
HRE/MVE/P/000010877_13736,2022-11-11,18885.6,2022-11-11,2023-03-10,Motor,0.0,0.0,0.0
