policy_number,premiums,premium_frequency,start_date,line_of_business,end_date,commission,reinsurance_premium,reinsurance_commission
BYO-POL-40025222-MCP_15105,51500,S,1/2/2022,Motor,28/2/2022,6437.5,0,0
HRE-POL-40124-AAR_15121,52250,S,1/1/2022,Property,31/3/2022,11756.25,0,0
HRE-POL-90070-MCP_15127,52500,S,12/1/2022,Motor,11/2/2022,0,0,0
HRE-POL-90076-MCP_15128,52500,S,12/1/2022,Motor,11/1/2023,0,0,0
HRE-POL-90077-MCP_15129,52500,S,12/1/2022,Motor,11/1/2023,0,0,0
BYO-POL-40015-RTA_15131,52510,S,1/2/2022,Motor,31/1/2023,6563.75,0,0
BYO-POL-90088-RTA_15132,52560,S,9/6/2022,Motor,8/10/2022,6570,0,0
MTR/MVE/P/000011231_15133,52709.56,S,29/12/2022,Motor,30/11/2023,0,0,0
HRE-POL-21130-MCP_15144,53233.97,S,1/8/2022,Motor,31/1/2023,6654.25,0,0
HRE-POL-90023-RTA_15146,53400,S,1/2/2022,Motor,31/1/2023,0,0,0
BYO/MVE/P/000011318_15149,53507.34,S,11/11/2022,Motor,31/10/2023,0,0,0
BYO-POL-40013162-AAR_15151,53638,S,1/10/2022,Property,31/10/2022,12068.55,0,0
HRE/MVE/P/000010292_15155,53823.33,S,1/9/2022,Motor,31/12/2022,0,0,0
HRE-POL-20180-MCP_15164,54000,S,3/2/2022,Motor,2/2/2023,6480,0,0
HRE/DOM/P/000009703_15165,54000,S,2/6/2022,Property,1/6/2023,10800,0,0
HRE/DOM/P/000010355_15166,54000,S,30/9/2022,Property,29/9/2023,10800,0,0
HRE-POL-20814-CAR_15180,22321166.29,S,1/6/2022,Liabilities,31/5/2023,2232116.629,0,0
_MTR-POL-41072-DCO__15181,55113,S,10/3/2022,Property,9/3/2023,0,0,0
MTR/MVE/P/000009438_15182,55123.29,S,1/3/2022,Motor,30/6/2023,0,0,0
BYO-POL-40098-RTA_15184,55170,S,10/11/2022,Motor,9/11/2023,6896.25,0,0
HRE/MVE/P/000011061_15191,55620,S,7/8/2022,Motor,6/8/2023,0,0,0
HRE/MVE/P/000009911_15193,55965.6,S,1/8/2022,Motor,30/11/2022,0,0,0
_HRE-POL-5393789-MCP__15197,56000,S,1/2/2022,Motor,31/5/2022,6720,0,0
HRE/MVE/P/000010925_15219,56656.8,S,17/11/2022,Motor,16/11/2023,0,0,0
HRE/MVE/P/000010937_15220,56656.8,S,4/11/2022,Motor,3/11/2023,0,0,0
BYO/MVE/P/000011331_15221,56656.8,S,31/10/2022,Motor,30/6/2023,0,0,0
BYO/MVE/P/000011355_15222,56656.8,S,17/11/2022,Motor,16/11/2023,0,0,0
_HRE-POL-20367-MAT__15233,57120,S,1/3/2022,Property,28/2/2023,0,0,0
HRE/MVE/P/000008262_15234,57258.9,S,29/11/2022,Motor,28/11/2023,0,0,0
HRE/MVE/P/000011386_15235,57258.9,S,19/12/2022,Motor,18/12/2023,0,0,0
HRE/MVE/P/000010836_15247,57840,S,1/9/2022,Motor,31/12/2022,0,0,0
BYO/MVE/P/000011346_15248,57840,S,7/10/2022,Motor,31/5/2023,0,0,0
BYO-POL-90140-RTA_15249,57906.68,S,1/9/2022,Motor,31/12/2022,7238.34,0,0
MTR-POL-60020-PBL_15256,58493.15,S,1/10/2022,Liabilities,31/1/2023,13160.96,0,0
HRE-POL-30028-MCP_15257,58500,S,3/1/2022,Motor,31/1/2023,0,0,0
HRE-POL-20167-MCP_15262,59090,S,1/2/2022,Motor,31/5/2022,7386.25,0,0
HRE-POL-21221-MCP_15264,59487.12,S,10/5/2022,Motor,4/1/2023,7138.45,0,0
MTR/MVE/P/000002192_15285,60000,S,17/6/2022,Motor,16/10/2022,0,0,0
HRE/DOM/P/000009741_15286,60000,S,11/7/2022,Property,10/7/2023,12000,0,0
HRE/MVE/P/000010205_15294,60250,S,21/9/2022,Motor,20/9/2023,7230,0,0
HRE/MTF/P/000009887_15296,27213282,S,1/6/2022,Motor,28/2/2023,3401658,0,0
BYO/MVE/P/000009755_15299,60851.36,S,12/3/2022,Motor,11/7/2022,0,0,0
HRE/MVE/P/000010692_15302,61300,S,2/11/2022,Motor,16/2/2023,0,0,0
HRE-POL-21069-MFL_15307,61643.84,S,27/5/2022,Motor,31/1/2023,7397.26,0,0
HRE-POL-21202-MCP_15308,61705.48,S,1/6/2022,Motor,28/2/2023,7404.66,0,0
MTR-POL-41014-MCP_15310,61948.37,S,1/2/2022,Motor,31/5/2022,0,0,0
HRE-POL-20851-AAR_15311,61958.22,S,20/6/2022,Engineering,31/3/2023,12391.64,0,0
HRE-POL-20193-MCP_15337,63000,S,1/2/2022,Motor,31/1/2023,7560,0,0
HRE/MVE/P/000009476_15340,63228.08,S,28/3/2022,Motor,31/5/2022,0,0,0
HRE-POL-50144-LP_15343,63455,S,1/12/2022,Guarantees,30/11/2023,12691,0,0
MTR/MVE/P/000009435_15345,63798.9,S,16/3/2022,Motor,15/11/2022,0,0,0
_HRE-POL-20286-DCO__15347,63960,S,27/3/2022,Property,26/3/2023,12792,0,0
BYO-POL-90180-RTA_15357,65069.99,S,14/9/2022,Motor,13/2/2023,8133.75,0,0
HRE/MVE/P/000009525_15358,65070,S,1/4/2022,Motor,31/7/2022,0,0,0
HRE-POL-40123-AAR_15360,65312.5,S,1/1/2022,Property,31/3/2022,14695.31,0,0
BYO/ENG/P/000010116_15366,65550,S,2/5/2022,Engineering,1/5/2023,13110,0,0
HRE-POL-30178-UMB_15382,66546.67,S,14/4/2022,Motor,13/4/2023,0,0,0
BYO-POL-40050331-AAR_15383,66666.67,S,1/1/2022,Property,30/4/2022,0,0,0
BYO-POL-40117-MFL_15385,66700,S,1/4/2022,Motor,31/7/2022,8337.5,0,0
HRE-POL-21263-DCO_15386,66760,S,14/4/2022,Miscellaneous,13/8/2022,13352,0,0
HRE/MVE/P/000010080_15387,66998.59,S,1/9/2022,Motor,31/12/2022,0,0,0
HRE-POL-40018-MCP_15396,67500,S,17/1/2022,Motor,17/1/2023,0,0,0
BYO-POL-40005-GIT_15405,68466,S,13/9/2022,Transport,30/9/2022,15404.85,0,0
BYO-POL-40154-GIT_15407,68750,S,28/3/2022,Transport,4/4/2022,15468.75,0,0
MTR/MVE/P/000009413_15410,69196.8,S,17/3/2022,Motor,16/7/2022,0,0,0
HRE-POL-20990-MCP_15411,69216,S,29/8/2022,Motor,22/3/2023,8305.92,0,0
HRE/MVE/P/000004933_15415,69525,S,24/6/2022,Motor,23/6/2023,3476.25,0,0
HRE/MVE/P/000010484_15416,69529.31,S,20/10/2022,Motor,30/9/2023,3476.47,0,0
MTR/MVE/P/000009948_15420,69960,S,25/8/2022,Motor,24/11/2022,8745,0,0
HRE-POL-40122-AAR_15423,70210.93,S,1/2/2022,Property,1/5/2022,15797.46,0,0
HRE/MVE/P/000010711_15424,70296.4,S,22/11/2022,Motor,21/3/2023,0,0,0
HRE-POL-21317-FIG_15432,71370,S,1/1/2022,Miscellaneous,31/12/2022,16058.25,0,0
HRE/MVE/P/000011105_15433,71371.8,S,3/12/2022,Motor,2/4/2023,0,0,0
HRE/MVE/P/000010712_15437,71848.64,S,1/11/2022,Motor,28/2/2023,0,0,0
HRE/DOM/P/000004914_15442,72000,S,5/8/2022,Property,4/8/2023,14400,0,0
HRE/ENG/P/000007340_15444,72719.87,S,1/6/2022,Engineering,30/9/2022,0,0,0
HRE/MVE/P/000009477_15448,73463.01,S,12/2/2022,Motor,31/5/2022,0,0,0
HRE-POL-21458-RTA_15449,73560,S,1/10/2022,Motor,30/1/2023,9195,0,0
MTR/MVE/P/000010584_15453,73906.66,S,1/10/2022,Motor,31/1/2023,9238.33,0,0
_HRE-POL-20366-MAT__15455,74460,S,1/3/2022,Property,28/2/2023,0,0,0
HRE-POL-20207-RTA_15457,74665,S,5/2/2022,Motor,4/2/2023,8959.8,0,0
HRE-POL-50081-MCP_15467,75000,S,29/1/2022,Motor,28/1/2023,9000,0,0
BYO-POL-40054-GIT_15468,75000,S,1/1/2022,Transport,30/4/2022,0,0,0
MTR-POL-40061-MCP_15469,75019.03,S,1/1/2022,Motor,31/3/2022,9377.38,0,0
HRE-POL-20194-MCP_15481,75600,S,1/2/2022,Motor,31/1/2023,9072,0,0
HRE-POL-50043-GIT_15482,75600,S,17/1/2022,Transport,16/5/2022,0,0,0
HRE/MVE/P/000010291_15486,75709.99,S,3/9/2022,Motor,2/1/2023,7571,0,0
BYO/MVE/P/000003655_15487,75727.69,S,22/6/2022,Motor,21/10/2022,0,0,0
_BYO-POL-40016-GIT__15490,75900,S,3/2/2022,Transport,5/2/2022,17077.5,0,0
BYO/DOM/P/000010863_15492,76190,S,22/11/2022,Property,21/11/2023,0,0,0
BYO/MAT/P/000010864_15493,76190,S,22/11/2022,Property,21/11/2023,0,0,0
HRE/MVE/P/000009978_15495,76389,S,12/8/2022,Motor,11/12/2022,0,0,0
HRE-POL-10014436-BBB_15501,9277389.65,S,1/2/2022,Guarantees,30/4/2022,2087412.672,0,0
HRE-POL-10041-BBB_15502,16666330.75,S,1/5/2022,Guarantees,31/7/2022,3749924.419,0,0
BYO-POL-40115-DCO_15517,78974,S,1/6/2022,Property,31/5/2023,11846.1,0,0
HRE/MVE/P/000011277_15530,79816.76,S,1/12/2022,Motor,30/11/2023,3990.84,0,0
BYO-POL-40079-MCP_15536,80000,S,1/12/2022,Motor,31/3/2023,10000,0,0
HRE-POL-21410-PBL_15537,80000,S,1/3/2022,Liabilities,30/6/2022,10000,0,0
HRE/MTP/P/000009410_15538,80000,S,3/3/2022,Miscellaneous,2/3/2023,16000,0,0
HRE/MVE/P/000010270_15539,80000,S,1/9/2022,Motor,31/12/2022,0,0,0
HRE/MVE/P/000010795_15541,80138.38,S,16/8/2022,Motor,15/12/2022,0,0,0
HRE-POL-90083-MCP_15542,80500,S,21/1/2022,Motor,24/11/2022,9660,0,0
HRE-POL-20933-MCP_15549,81000,S,26/9/2022,Motor,25/9/2023,9720,0,0
HRE-POL-20142-ELE_15577,82006.67,S,1/2/2022,Engineering,31/5/2022,18451.5,0,0
_BYO-POL-40122-RTA__15578,82094.49,S,1/2/2022,Motor,31/1/2023,0,0,0
HRE-POL-20920-MCP_15582,82997.26,S,1/9/2022,Motor,31/1/2023,10374.66,0,0
BYO-POL-40003115-AAR_15583,83160,S,16/3/2022,Property,15/6/2022,18711,0,0
HRE-POL-21131-MCP_15588,84000,S,1/10/2022,Motor,30/9/2023,10080,0,0
_HRE-POL-40136-MCP__15590,84700,S,1/2/2022,Motor,31/5/2022,0,0,0
_HRE-POL-40129-ELE__15591,85094.06,S,1/2/2022,Engineering,31/5/2022,18720.69,0,0
BYO-POL-90016-MCP_15592,85130,S,1/6/2022,Motor,31/5/2023,8513,0,0
HRE/MVE/P/000009663_15594,85333.32,S,6/6/2022,Motor,5/10/2022,10666.67,0,0
HRE/MTF/P/000009959_15609,86760,S,31/8/2022,Motor,30/12/2022,8676,0,0
HRE/MVE/P/000010428_15610,86760,S,1/10/2022,Motor,30/9/2023,4338,0,0
HRE/MTF/P/000009652_15612,86824.9,S,23/6/2022,Motor,31/7/2022,8682.49,0,0
_MTR-POL-40069-CBC__15613,86958.9,S,1/4/2022,Miscellaneous,30/6/2022,19130.96,0,0
HRE/MVE/P/000009658_15615,87500,S,1/5/2022,Motor,30/4/2023,0,0,0
MTR-POL-40047-MCP_15619,87859.72,S,1/1/2022,Motor,31/3/2022,10982.47,0,0
HRE-POL-40121-AAR_15620,88171.87,S,1/1/2022,Property,31/3/2022,19838.67,0,0
MTR-POL-41013-MCP_15625,89743.62,S,3/2/2022,Motor,2/6/2022,0,0,0
HRE-POL-21180-MCP_15632,90000,S,31/5/2022,Motor,30/5/2023,10800,0,0
MTR-POL-41025-MCP_15633,90000,S,4/2/2022,Motor,3/2/2023,0,0,0
HRE/MVE/P/000009832_15634,90000,S,30/6/2022,Motor,1/10/2022,0,0,0
HRE/MVE/P/000009868_15635,90000,S,28/6/2022,Motor,27/10/2022,0,0,0
HRE-POL-21025-MFL_15639,90875.35,S,11/11/2022,Motor,31/1/2023,10905.04,0,0
HRE-POL-21019-MFL_15640,90875.35,S,11/11/2022,Motor,31/1/2023,10905.04,0,0
HRE/MVE/P/000010551_15647,91949.99,S,14/10/2022,Motor,13/2/2023,0,0,0
HRE-POL-21450-RTA_15648,91950,S,1/10/2022,Motor,31/1/2023,11493.75,0,0
BYO-POL-40016-RTA_15654,92560,S,1/2/2022,Motor,31/1/2023,11570,0,0
HRE-POL-50066-LP_15655,92798.75,S,29/8/2022,Guarantees,28/8/2023,18559.75,0,0
HRE-POL-21023-MCP_15657,93383.01,S,22/8/2022,Motor,31/1/2023,11205.96,0,0
BYO/DOM/P/000011080_15669,94759,S,1/12/2022,Property,31/3/2023,18951.8,0,0
HRE-POL-53937826-MFL_15670,20378083.9,S,1/5/2022,Motor,31/3/2023,2547260.487,0,0
HRE-POL-50034-LP_15675,95762.5,S,24/6/2022,Guarantees,23/6/2023,19152.5,0,0
HRE-POL-21217-MCP_15676,96000,S,12/5/2022,Motor,11/5/2023,11520,0,0
HRE-POL-21249-DCO_15677,96000,S,21/4/2022,Property,20/8/2022,19200,0,0
HRE/DOM/P/000010359_15678,96000,S,30/9/2022,Property,29/9/2023,19200,0,0
HRE/MAR/P/000010581_15679,96000,S,28/10/2022,Transport,27/10/2023,0,0,0
HRE-POL-21260-MCP_15680,96600,S,14/4/2022,Motor,13/4/2023,11592,0,0
MTR-POL-40003-MCP_15681,97249.95,S,1/1/2022,Motor,30/4/2022,0,0,0
MTR/MVE/P/000009803_15682,97285.76,S,30/6/2022,Motor,31/8/2022,12160.72,0,0
HRE-POL-21284-MCP_15684,98190,S,1/3/2022,Motor,28/2/2023,11782.8,0,0
HRE-POL-30026-DCO_15689,99000,S,19/1/2022,Property,18/1/2023,20790,0,0
HRE/MVE/P/000010972_15690,99166.66,S,29/11/2022,Motor,28/3/2023,0,0,0
HRE-POL-21140-DCO_15695,100000,S,6/4/2022,Property,5/4/2023,20000,0,0
HRE-POL-90082-MCP_15702,100800,S,19/1/2022,Motor,18/1/2023,12096,0,0
HRE-POL-30442-ELB_15713,102000,S,1/5/2022,Liabilities,30/4/2023,22950,0,0
HRE-POL-21115-MCP_15717,102666.67,S,21/8/2022,Motor,18/12/2022,12833.33,0,0
HRE-POL-10038-AAR_15718,102991,S,1/3/2022,Engineering,28/2/2023,23172.98,0,0
HRE-POL-50016-LP_15719,103135,S,1/4/2022,Guarantees,31/3/2023,20627,0,0
HRE/MVE/P/000010523_15722,103320,S,28/10/2022,Motor,27/2/2023,0,0,0
BYO/MVE/P/000010391_15726,103584,S,4/10/2022,Motor,3/2/2023,0,0,0
POL-HEALTH-078_15728,104000,S,1/10/2022,Health,31/10/2022,0,0,0
HRE-POL-20575-MCP_15753,105000,S,24/6/2022,Motor,23/6/2023,10500,0,0
HRE-POL-21219-MCP_15758,105600,S,11/5/2022,Motor,10/5/2023,12672,0,0
HRE-POL-21066-MFL_15768,107105.75,S,3/8/2022,Motor,31/1/2023,12852.69,0,0
HRE-POL-20855-PA_15769,107753.42,S,20/6/2022,Miscellaneous,31/3/2023,21550.68,0,0
MTR-POL-60023-GPA_15771,107995.07,S,1/10/2022,Miscellaneous,31/1/2023,24298.89,0,0
_HRE-POL-20362-HSH__15774,108000,S,1/3/2022,Property,6/3/2023,21600,0,0
HRE-POL-21182-MCP_15775,108000,S,22/6/2022,Motor,21/6/2023,12960,0,0
BYO-POL-40133-AAR_15776,108139.45,S,16/3/2022,Property,15/6/2022,24331.38,0,0
BYO-POL-40134-AAR_15777,108139.45,S,16/3/2022,Property,15/6/2022,24331.38,0,0
BYO-POL-40135-AAR_15778,108139.45,S,16/3/2022,Property,15/6/2022,24331.38,0,0
BYO-POL-40137-AAR_15780,108139.45,S,16/3/2022,Property,15/6/2022,24331.38,0,0
BYO-POL-40140-AAR_15783,108139.45,S,16/3/2022,Property,15/6/2022,24331.38,0,0
BYO-POL-40141-AAR_15784,108139.45,S,16/3/2022,Property,15/6/2022,24331.38,0,0
HRE-POL-30158-MCP_15789,108675,S,1/4/2022,Motor,31/3/2023,0,0,0
MTR-POL-40036-AAR_15792,108887.67,S,1/1/2022,Property,31/3/2022,24499.73,0,0
BYO/MVE/P/000011079_15802,110552,S,1/12/2022,Motor,31/3/2023,13819,0,0
HRE-POL-20852-MCH_15806,111569.69,S,20/6/2022,Transport,31/3/2023,22313.94,0,0
HRE-POL-20177-MCP_15810,113400,S,3/2/2022,Motor,2/2/2023,13608,0,0
HRE-POL-21417-MCP_15812,114000,S,11/4/2022,Motor,10/8/2022,14250,0,0
HRE/MVE/P/000004839_15813,114000,S,11/8/2022,Motor,10/12/2022,14250,0,0
HRE/DOM/P/000010361_15814,114000,S,29/9/2022,Property,28/9/2023,22800,0,0
HRE-POL-21042-MFL_15821,115563.39,S,16/12/2022,Motor,31/1/2023,13867.61,0,0
HRE-POL-21444-RTA_15822,115680,S,1/8/2022,Motor,30/11/2022,14460,0,0
HRE-POL-20579-DCO_15827,116640,S,23/6/2022,Property,22/6/2023,23328,0,0
BYO-POL-40017-GIT_15828,116667,S,1/10/2022,Transport,31/10/2022,26250.08,0,0
_HRE-POL-20389-ALL__15830,117000,S,26/3/2022,Transport,31/3/2023,23400,0,0
_HRE-POL-20358-MFL__15837,118800,S,26/3/2022,Motor,31/3/2023,14256,0,0
HRE-POL-10062-AAR_15839,48318121.37,S,1/6/2022,Property,28/2/2023,10871576.8,0,0
HRE-POL-21063-MFL_15840,119441.1,S,12/8/2022,Motor,31/1/2023,14332.93,0,0
BYO/MVE/P/000010464_15841,119535,S,7/10/2022,Motor,6/10/2023,0,0,0
BYO/MVE/P/000007670_15842,119836.45,S,3/7/2022,Motor,30/11/2022,0,0,0
HRE-POL-21067-MFL_15850,120821.92,S,2/6/2022,Motor,31/1/2023,14498.63,0,0
HRE-POL-20931-MCP_15856,121603.93,S,26/9/2022,Motor,31/1/2023,14592.47,0,0
HRE-POL-20163-MFL_15857,122100,S,4/2/2022,Motor,31/1/2023,14652,0,0
_HRE-POL-20373-MAT__15859,122400,S,1/3/2022,Property,28/2/2023,0,0,0
HRE-POL-30190-MCH_15861,122677,S,1/4/2022,Transport,30/4/2022,27602.33,0,0
HRE/MVE/P/000010800_15864,123333.33,S,30/9/2022,Motor,29/1/2023,15416.67,0,0
MTR-POL-41052-MCP_15869,124260,S,1/2/2022,Motor,31/1/2023,0,0,0
HRE/MVE/P/000010320_15876,125320,S,2/9/2022,Motor,1/1/2023,6266,0,0
BYO-POL-40076-AAR_15879,126333.33,S,1/12/2022,Property,31/3/2023,28425,0,0
BYO/MVE/P/000011402_15887,127912.82,S,7/12/2022,Motor,30/11/2023,0,0,0
BYO/MVE/P/000009612_15893,128820,S,1/6/2022,Motor,30/9/2022,0,0,0
HRE-POL-30191-DCO_15894,128890,S,1/4/2022,Property,30/4/2022,29000.25,0,0
_HRE-POL-30091-PBL__15895,129375,S,1/2/2022,Liabilities,30/4/2022,29109.38,0,0
HRE/MVE/P/000011391_15904,130542,S,17/12/2022,Motor,16/8/2023,0,0,0
HRE-POL-21061-MFL_15910,131700.14,S,8/12/2022,Motor,31/1/2023,15804.02,0,0
HRE-POL-20922-MCP_15917,132000,S,20/9/2022,Motor,19/9/2023,15840,0,0
HRE-POL-21048-MCP_15919,132000,S,1/10/2022,Motor,30/9/2023,15840,0,0
HRE/ENG/P/000009478_15928,133270.05,S,1/2/2022,Engineering,31/5/2022,26654.01,0,0
_HRE-POL-30065-MCP__15930,134370,S,1/2/2022,Motor,31/5/2022,0,0,0
HRE-POL-21022-MCP_15931,134400,S,22/8/2022,Motor,21/8/2023,16128,0,0
HRE-POL-50111-LP_15939,135877.5,S,1/10/2022,Guarantees,30/9/2023,27175.5,0,0
HRE-POL-50017550-DCOH_15952,139036.15,S,1/2/2022,Property,3/3/2022,29197.59,0,0
HRE-POL-10032-FIG_15954,139500,S,1/3/2022,Miscellaneous,28/2/2023,31387.5,0,0
HRE-POL-10036-PID_15955,139500,S,1/3/2022,Liabilities,28/2/2023,31387.5,0,0
HRE-POL-53937681-MCP_15959,140833.33,S,1/3/2022,Motor,30/6/2022,17604.17,0,0
HRE-POL-21211-RTA_15960,141984,S,13/5/2022,Motor,12/5/2023,17038.08,0,0
BYO-POL-40005-ELB_15964,142500,S,2/5/2022,Liabilities,1/5/2023,32062.5,0,0
BYO-POL-90029-MCP_15967,143057.53,S,1/4/2022,Motor,31/7/2022,17882.19,0,0
MTR-POL-41054-AAR_15971,143925.86,S,1/2/2022,Property,31/5/2022,32383.32,0,0
BYO-POL-40046315-MCP_15973,144000,S,1/1/2022,Motor,31/12/2022,0,0,0
HRE-POL-21060-MFL_15976,144666.86,S,13/12/2022,Motor,31/1/2023,17360.02,0,0
_HRE-POL-20256-MFL__15977,145126.5,S,16/3/2022,Motor,31/1/2023,17415.18,0,0
HRE/MVE/P/000009838_15979,145425,S,6/7/2022,Motor,5/7/2023,7271.25,0,0
HRE-POL-20858-MFL_15980,145467.12,S,20/6/2022,Motor,31/3/2023,17456.05,0,0
HRE-POL-21315-ELE_15981,145989,S,1/1/2022,Engineering,31/12/2022,32847.53,0,0
BYO-POL-40131-AAR_15984,147000,S,16/3/2022,Property,15/6/2022,33075,0,0
_HRE-POL-90112-RTA__15992,148185,S,1/2/2022,Motor,31/7/2022,14818.5,0,0
HRE/MVE/P/000009626_15995,149335,S,1/6/2022,Motor,30/9/2022,18666.88,0,0
HRE/MVE/P/000011296_15997,149509.35,S,4/12/2022,Motor,10/4/2023,0,0,0
BYO-POL-40080406-MCP_16001,150000,S,1/1/2022,Motor,31/12/2022,18750,0,0
HRE-POL-21041-MFL_16003,150084.54,S,15/12/2022,Motor,31/1/2023,18010.14,0,0
_MTR-POL-41086-MCP__16004,150342.86,S,8/3/2022,Motor,3/7/2022,0,0,0
HRE-POL-21290-MCP_16018,156000,S,24/1/2022,Motor,23/1/2023,18720,0,0
_BYO-POL-40013-MFL__16020,156790.54,S,1/2/2022,Motor,31/5/2022,15679.05,0,0
BYO-POL-40013-MFL_16021,156790.54,S,1/2/2022,Motor,31/5/2022,15679.05,0,0
HRE-POL-21334-BBB_16025,157534,S,23/12/2022,Guarantees,31/12/2022,15753.4,0,0
HRE-POL-50007-CLP_16026,158842.5,S,1/3/2022,Guarantees,28/2/2023,31768.5,0,0
BYO/MVE/P/000003096_16030,161520.75,S,26/4/2022,Motor,25/8/2022,0,0,0
HRE-POL-20989-MCP_16032,162000,S,1/9/2022,Motor,31/8/2023,19440,0,0
HRE-POL-50014545-LP_16035,162992.5,S,1/2/2022,Guarantees,31/1/2023,32598.5,0,0
_HRE-POL-20273-FIG__16037,164597.26,S,7/3/2022,Miscellaneous,31/5/2022,37034.38,0,0
HRE-POL-50013-LP_16038,164847.5,S,1/5/2022,Guarantees,30/4/2023,32969.5,0,0
HRE-POL-40120-AAR_16043,166546.87,S,1/1/2022,Property,31/3/2022,37473.05,0,0
BYO-POL-40029241-AAR_16045,166666.67,S,1/10/2022,Property,31/1/2023,0,0,0
_HRE-POL-20218-PAC__16046,166750.68,S,21/3/2022,Motor,31/1/2023,20010.08,0,0
_HRE-POL-40133-DOL__16051,167773.97,S,1/2/2022,Liabilities,31/5/2022,37749.14,0,0
HRE-POL-20171-MCP_16052,168000,S,28/2/2022,Motor,27/2/2023,20160,0,0
BYO/MVE/P/000009902_16053,168000,S,1/8/2022,Motor,30/11/2022,0,0,0
BYO/MVE/P/000010393_16058,168750,S,1/7/2022,Motor,31/12/2022,21093.75,0,0
HRE-POL-21454-MCP_16061,170666.68,S,6/10/2022,Motor,4/2/2023,21333.34,0,0
BYO-POL-40013-DCO_16065,172501,S,1/6/2022,Property,31/5/2023,25875.15,0,0
HRE-POL-20504-UML_16071,174293.91,S,1/4/2022,Liabilities,30/6/2022,39216.13,0,0
HRE-POL-21065-MFL_16072,174847.16,S,2/8/2022,Motor,31/1/2023,20981.66,0,0
_HRE-POL-5393784-MAR__16078,175000,S,14/2/2022,Transport,13/6/2022,39375,0,0
HRE/MVE/P/000007703_16079,175000,S,21/7/2022,Motor,20/7/2023,21875,0,0
HRE-POL-50074574-LP_16091,175917.5,S,1/9/2022,Guarantees,31/8/2023,35183.5,0,0
_HRE-POL-20384-AAR__16098,178200,S,26/3/2022,Property,31/3/2023,35640,0,0
HRE/MVE/P/000010381_16099,178340,S,3/10/2022,Motor,2/10/2023,21400.8,0,0
HRE-POL-50070-LP_16102,178500,S,30/8/2022,Guarantees,29/8/2023,35700,0,0
BYO/MVE/P/000007506_16103,178500,S,1/7/2022,Motor,31/10/2022,0,0,0
HRE/MVE/P/000009875_16104,178574.98,S,1/7/2022,Motor,31/10/2022,0,0,0
HRE-POL-50009-DCOH_16105,178746.77,S,1/1/2022,Property,31/1/2022,37536.82,0,0
HRE/DOM/P/000009740_16116,180000,S,7/7/2022,Property,6/7/2023,36000,0,0
HRE/MVE/P/000010450_16119,180746.88,S,1/10/2022,Motor,31/1/2023,0,0,0
HRE-POL-50014546-LP_16122,182820,S,1/4/2022,Guarantees,31/3/2023,36564,0,0
HRE-POL-21070-MFL_16123,184149.04,S,9/5/2022,Motor,31/1/2023,22097.88,0,0
HRE-POL-21289-MCP_16128,186266.67,S,1/2/2022,Motor,2/6/2022,22352,0,0
MTR-POL-40073-CBC_16136,189041.1,S,1/7/2022,Miscellaneous,30/9/2022,22.5,0,0
HRE-POL-21235-MFL_16143,190027.4,S,5/5/2022,Motor,4/5/2023,22803.29,0,0
_HRE-POL-40127-MAT__16144,191121.76,S,1/2/2022,Property,31/5/2022,42046.79,0,0
HRE-POL-20568-MFL_16145,191132.11,S,16/6/2022,Motor,31/1/2023,22935.85,0,0
HRE-POL-21021-MFL_16146,191342.47,S,14/11/2022,Motor,31/1/2023,22961.1,0,0
BYO-POL-40117-AAR_16149,191961,S,16/3/2022,Property,15/6/2022,43191.23,0,0
HRE-POL-20986-DCO_16150,192000,S,29/8/2022,Property,28/12/2022,38400,0,0
HRE-POL-50011-DCOH_16152,193233.6,S,1/3/2022,Property,31/3/2022,40579.06,0,0
HRE-POL-20411-MFL_16154,194100,S,1/2/2022,Motor,28/2/2022,19410,0,0
BYO-POL-40003122-MCP_16159,196500,S,1/6/2022,Motor,31/1/2023,0,0,0
HRE-POL-21210-RTA_16160,197100,S,16/5/2022,Motor,15/5/2023,23652,0,0
HRE/MTP/P/000011014_16168,200000,S,22/11/2022,Miscellaneous,21/11/2023,40000,0,0
HRE-POL-50044-LP_16169,200475,S,18/7/2022,Guarantees,17/7/2023,40095,0,0
_HRE-POL-30064-MCP__16172,202500,S,11/2/2022,Motor,10/6/2022,0,0,0
_HRE-POL-5393788-MCP__16173,202500,S,2/2/2022,Motor,1/2/2023,0,0,0
HRE/MVE/P/000009482_16174,202770,S,7/4/2022,Motor,6/8/2022,0,0,0
HRE/MVE/P/000009973_16178,203460,S,16/8/2022,Motor,15/12/2022,0,0,0
HRE-POL-20690-_16180,204231.66,S,7/6/2022,Property,31/5/2023,45952.12,0,0
HRE-POL-20083-RTA_16181,204922,S,1/2/2022,Motor,31/1/2023,20492.2,0,0
HRE/MVE/P/000010317_16182,205402.25,S,31/8/2022,Motor,21/8/2023,24648.27,0,0
HRE-POL-50005-LP_16186,206125.6,S,1/1/2022,Guarantees,31/12/2022,41225.12,0,0
BYO-POL-90031-MCP_16188,206918.68,S,22/4/2022,Motor,21/8/2022,25864.84,0,0
BYO/MVE/P/000009498_16189,207000,S,1/3/2022,Motor,28/2/2023,25875,0,0
HRE-POL-20195-DCO_16191,209000,S,1/2/2022,Property,31/1/2023,47025,0,0
HRE-POL-20924-MCP_16198,210000,S,21/9/2022,Motor,20/9/2023,25200,0,0
